ID;Category;No;Algorithm;ZipFile;DownloadURL;PageURL;ForumThread
kem-35;kem;35;Scloud+;Scloud+.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Scloud%2B.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560881269264384.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/KZFYINTQPUTXVATTIXUONZ63TGNGQQ55/
kem-36;kem;36;TRIKE;TRIKE.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/TRIKE.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560881424453632.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/MFS7WQ3ZYDSMM4PIFN32QGZQ26BB4TGX/
kem-37;kem;37;TriQ-KEM;TriQ-KEM.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/TriQ-KEM.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560881558671360.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/BKY3EZYVJHKKT2RJKK2IRE2X5V4UN4HO/
kem-38;kem;38;UVW Key Encapsulation Mechanism;UVW-KEM.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/UVW-KEM.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560881697083392.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/2N7FVNDINZAC7ZES4OC5GGHIGPQVPCWL/
kem-39;kem;39;Weaver;Weaver.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Weaver.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560890312183808.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/OMIKZ7ZL4FLNNUIVD7CK7D4CGYJ5L3AD/
kem-40;kem;40;YuanYang.KEM;YuanYang.KEM.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/YuanYang.KEM.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560890442207232.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/JL5OIS2NICCPYKQGQWMHLTWTGEDK2OCW/
kem-41;kem;41;ZEN;ZEN.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/ZEN.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560890563842048.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/36OAZIFVEG3DLVR3ZU3TWYDA6KXOKN3T/
kex-01;kex;1;ADKEX (Authenticated Ding Key Exchange);ADKEX.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/ADKEX.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560625202810880.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/P4IG2W7BMLGEJGJGAYY73XAEE32GLCAJ/
kex-02;kex;2;AFS-KEX;AFS-KEX.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/AFS-KEX.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560625362194432.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/ASJ42PGKD4VB5HP3LPBE22CN2FKALES7/
kex-03;kex;3;CreTAKE;CreTAKE.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/CreTAKE.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560625517383680.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/MIGUBFHREZ7R2KKULIIKQEU23BVFG3BX/
kex-04;kex;4;DKEX (Ding Key Exchange);DKEX.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/DKEX.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560625651601408.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/KC65HII7OYTVC6FOA5CNNGEQFDCLFZEW/
kex-05;kex;5;Loom;Loom.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/Loom.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560625773236224.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/QD663UPHHV3JOP7IEQUTEESR4LCALIDJ/
kex-06;kex;6;MAMBA-NIKE;MAMBA-NIKE.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/MAMBA-NIKE.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560625907453952.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/75NMUIOPYDJXY5WRYIBQ6FET6Z57UMPG/
kex-07;kex;7;NEV-AKE;NEV-AKE.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/NEV-AKE.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560626045865984.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/VIYUCIMGK6I63JRWXBAM6FJ7U2XLGB5V/
kex-08;kex;8;NIIKE;NIIKE.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/NIIKE.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560626184278016.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/6WRSHMUQOXTR62HBG3HEUHZEIYAIROLO/
kex-09;kex;9;TriQ-KEX;TriQ-KEX.zip;https://www.niccs.org.cn/niccs/Proposal/Public-Key%20Cryptographic%20Algorithms/Round%201%20candidates/TriQ-KEX.zip;https://www.niccs.org.cn/niccs/Round1Additional/pc/content/content_2101560626335272960.html;https://list.niccs.org.cn/archives/list/pkcforum@list.niccs.org.cn/thread/Y7MZTLMKIGHUVZCNIUAJQA33K4KU427Q/
hash-01;hash;1;AFS-TrEDM;AFS-TrEDM.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/AFS-TrEDM.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101541113569038336.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/36VUFHXCZDKQBBHVVFIYC6FKESOPX4YW/
hash-02;hash;2;AXIS: Advanced eXpandable Iterative Stream-based Hash;AXIS.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/AXIS.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101540899009417216.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/NJ2KYT7M2K27GQ3PW4DSQFWVUHQN77XP/
hash-03;hash;3;C Hash;C Hash.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/C%20Hash.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101540728942972928.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/XYKKUFJ36W3IL5TPMZH4AEMBEABVUOTC/
hash-04;hash;4;CHAMP;CHAMP.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/CHAMP.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101540375996485632.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/3TE6PYI75TISXJLDPZMLKZA7LWQFN65T/
hash-05;hash;5;Cryptographic Hash Algorithm uHash;uHash.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/uHash.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101540182026702848.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/PJBXP5ZSNXY53QD65TOHHJJ3RRNUDIJW/
hash-06;hash;6;Cuishen;Cuishen.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Cuishen.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101539989910802432.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/IP4CTL2M7FCO5VWURTQPRWSQL2S6NGBM/
hash-07;hash;7;Dragon Hash Family;Dragon.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Dragon.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101539781751689216.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/GRAHTRUNRC25N7P5QVCBH7CZG47REYZS/
hash-08;hash;8;Duet;Duet.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Duet.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101539583977672704.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/DECRRZ5VIRKY42AJKSDHSLSMJ37VTMEZ/
hash-09;hash;9;Eijen Hash Function;Eijen.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Eijen.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101539361927024640.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/KR4LALA6ZJUKABHL7YG3J2NIB52GD3DB/
hash-10;hash;10;FEILIAN;FEILIAN.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/FEILIAN.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101539111250251776.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/4D24Y4RP53J5D3EJQXHTVGV3G6KEHYPU/
hash-11;hash;11;Garnet;Garnet.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Garnet.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101538925484527616.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/IWW562OB2444THRR35NU7SC4BJ36RCEB/
hash-12;hash;12;Iphe;Iphe.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Iphe.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101538722543128576.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/4TCWOUZPSGUF64OZB233TLP7LCTHMOBJ/
hash-13;hash;13;JuziHash;Juzi.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Juzi.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101538489901862912.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/NJOSQLJPTQP4OE7EBJ3QG7GEWQRSMRRT/
hash-14;hash;14;Laurus;Laurus.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Laurus.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101538290232020992.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/VJG4SFOG7O7OE3IUCLMXGLMI5DVCITWP/
hash-15;hash;15;Litchi;Litchi.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Litchi.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101538083238924288.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/NRFFJYNSIBWURSHYOJS5B63C2WTDKRRE/
hash-16;hash;16;LLH;LLH.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/LLH.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101537750001471488.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/OMAFA6ZHAVHWY4NHZMPEZBZXZAXCITGS/
hash-17;hash;17;MasterCube;MasterCube.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/MasterCube.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101537586067099648.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/4PDTEQARE3UNXMWGBWJPUSRZWRMFQWOX/
hash-18;hash;18;Megascon Hash Function;Megascon.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Megascon.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101537413073031168.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/P4JAVNW6DL4NWCZR5R7YUBX6IECHIP7C/
hash-19;hash;19;MoFang Hash Function;MoFang.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/MoFang.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101537228439769088.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/CVHQ7I3KHY5DBOKI5VTCZ2QCC7OGXEVT/
hash-20;hash;20;Mozi Hash Function;Mozi.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Mozi.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101537013422968832.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/VANYBJRLZSKLUZD7YSVLZOSWUMMHJY7W/
hash-21;hash;21;Neulaser;Neulaser.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Neulaser.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101536800629149696.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/EQR3BUP6E4QEAKJBSGWTC2EYGLSJN35J/
hash-22;hash;22;Pavelor: A Highly Secure Hash Algorithm for Software Implementation;Pavelor.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Pavelor.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101536571221692416.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/LPVHD7GZ4K42QXPMJAHAGGXC6BKKIYS2/
hash-23;hash;23;QILIN;QILIN.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/QILIN.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101536372126470144.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/7C7DOA36ALQDUP6JOHY7MEGUAIIL2JTZ/
hash-24;hash;24;QuantaSylva Hash;QSH.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/QSH.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101536223673274368.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/TPE7P63ABTUQVIX45FPZXNO5HBEWOB5L/
hash-25;hash;25;TaiChi;TaiChi.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/TaiChi.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101536036577955840.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/QZMWO5TAZLORGPWNYGAUQYOCONWOJXQR/
hash-26;hash;26;The Hash Function CHIME;CHIME.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/CHIME.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101535839617634304.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/YKRXX42WF53NQYJPSXWKEBJBVEA4GBGK/
hash-27;hash;27;The Vedak Hash Function Family;Vedak.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Vedak.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101535609849466880.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/SIRTU2WZEE2LUYRVH5VU4HICZJ5GVMOU/
hash-28;hash;28;The XRH-1 Hash Function;XRH-1.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/XRH-1.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101535400742440960.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/7Z6TXXYHTT6D5R5W2DXCX6J3MKTHOEDF/
hash-29;hash;29;The XRH-2 Hash Function;XRH-2.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/XRH-2.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101534893223268352.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/4SQ2UVXKAKCVPPXZ2YJQ6NCFCDDACYKA/
hash-30;hash;30;The ZC-DM Hash Function;ZC-DM.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/ZC-DM.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101534683994607616.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/FS4MM2IUWQP7QME3PCHHTPWDFW2TMLW6/
hash-31;hash;31;The ZC-DMC Hash Function;ZC-DMC.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/ZC-DMC.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101534457934204928.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/EV6W37FOFFGQGLZQF2WUPXEIDDGVNXGW/
hash-32;hash;32;The ZC-EDMC Hash Function;ZC-EDMC.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/ZC-EDMC.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101534201922277376.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/JDKKN26A6CC3F2FFE7VVFPRRBTMGJHZK/
hash-33;hash;33;Thunder Hash Family;Thunder.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Thunder.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101533797931110400.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/NFFBYY3BQVNNKGZDA6SFJJZHCP6UIZ6Y/
hash-34;hash;34;WChain Hash Function;WChain.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/WChain.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101533578757754880.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/IJI5JLNW2LXHGUPJHDNYYTZUNX3GJBQZ/
hash-35;hash;35;Wish Hash Function;Wish.zip;https://www.niccs.org.cn/niccs/Proposal/Cryptographic%20Hash%20Algorithms/Round%201%20candidates/Wish.zip;https://www.niccs.org.cn/niccs/Round1Submissions4/pc/content/content_2101533368094642176.html;https://list.niccs.org.cn/archives/list/crypthashforum@list.niccs.org.cn/thread/IZQ6OX2IFTLKFWUZTP4S3MEDYWBUNFY7/
